rcod_hogar,rcod_person,r6,rmujer,redad,rinformal,rDpto,rocu,reduca,ryear,rneduca
01769502411,0176950241103,899.25,1,43,1,Lambayeque,1,3,2021,11.0
01769502411,0176950241104,0.0,0,16,0,Lambayeque,3,6,2021,0.0
01769502411,0176950241105,0.0,1,79,0,Lambayeque,3,1,2021,
01769506511,0176950651101,0.0,0,65,0,Lambayeque,3,2,2021,6.0
01769506511,0176950651102,1054.8829752604167,0,36,1,Lambayeque,1,3,2021,11.0
01769506511,0176950651103,0.0,1,28,0,Lambayeque,3,3,2021,11.0
01769506511,0176950651106,504.6666666666667,0,41,1,Lambayeque,1,2,2021,0.0
01769506511,0176950651107,1631.4166666666667,1,40,1,Lambayeque,1,3,2021,7.0
01769506511,0176950651108,0.0,1,22,1,Lambayeque,1,3,2021,11.0
01769506511,0176950651109,0.0,1,18,0,Lambayeque,3,3,2021,9.0
01769508611,0176950861101,0.0,1,58,0,Lambayeque,3,3,2021,11.0
01769508611,0176950861102,426.1368408203125,0,29,1,Lambayeque,1,3,2021,11.0
01769508611,0176950861103,0.0,1,24,0,Lambayeque,3,6,2021,0.0
01769510611,0176951061101,915.8333333333334,1,51,1,Lambayeque,1,2,2021,0.0
01769510611,0176951061102,0.0,0,59,0,Lambayeque,3,2,2021,3.0
01769512711,0176951271101,3726.9046223958335,0,50,0,Lambayeque,1,3,2021,11.0
01769512711,0176951271102,0.0,1,47,0,Lambayeque,3,3,2021,11.0
01769512711,0176951271103,0.0,0,26,0,Lambayeque,3,5,2021,12.0
01770700611,0177070061101,677.4353434244791,0,32,1,Lambayeque,1,2,2021,0.0
01770702211,0177070221101,587.1499837239584,0,40,1,Lambayeque,1,2,2021,0.0
01770702211,0177070221102,0.0,1,38,0,Lambayeque,3,2,2021,0.0
01770705511,0177070551101,604.236083984375,1,38,1,Lambayeque,1,2,2021,0.0
01770705511,0177070551102,293.70143636067706,0,21,1,Lambayeque,1,3,2021,11.0
01770705511,0177070551103,73.42535909016927,0,16,1,Lambayeque,1,3,2021,8.0
01770707211,0177070721101,566.4121500651041,0,55,1,Lambayeque,1,2,2021,5.0
01770707211,0177070721102,0.0,1,56,0,Lambayeque,3,1,2021,
01770707211,0177070721103,1770.1019694010417,0,33,0,Lambayeque,1,3,2021,11.0
01770707211,0177070721104,629.3843180338541,0,23,1,Lambayeque,1,3,2021,11.0
01770707211,0177070721105,0.0,1,21,0,Lambayeque,3,3,2021,11.0
01770707211,0177070721106,1442.2899169921875,0,19,1,Lambayeque,1,3,2021,11.0
01770707211,0177070721107,0.0,1,18,0,Lambayeque,3,3,2021,9.0
01770708811,0177070881101,677.4353434244791,1,31,1,Lambayeque,1,2,2021,0.0
01770708811,0177070881104,734.2535807291666,1,24,1,Lambayeque,1,4,2021,14.0
01770710511,0177071051101,879.326416015625,1,55,1,Lambayeque,1,5,2021,16.0
01770710511,0177071051102,0.0,0,89,0,Lambayeque,3,1,2021,
01771300111,0177130011101,916.5753885904948,0,35,1,Lambayeque,1,3,2021,9.0
01771300111,0177130011102,15.0,1,35,1,Lambayeque,1,3,2021,8.0
01771300111,0177130011103,0.0,0,14,0,Lambayeque,2,3,2021,8.0
01771302211,0177130221101,0.0,1,80,0,Lambayeque,3,1,2021,
01771304311,0177130431101,961.86376953125,0,41,1,Lambayeque,1,3,2021,11.0
01771306311,0177130631101,0.0,1,24,0,Lambayeque,3,5,2021,14.0
01771308311,0177130831101,319.25,0,91,1,Lambayeque,1,2,2021,1.0
01771308311,0177130831102,0.0,1,73,1,Lambayeque,1,1,2021,
01771312711,0177131271101,0.0,1,67,0,Lambayeque,3,3,2021,9.0
01771312711,0177131271102,1164.1914876302083,1,35,0,Lambayeque,1,3,2021,11.0
01771312711,0177131271103,0.0,1,14,0,Lambayeque,3,3,2021,8.0
01771312711,0177131271105,0.0,1,20,0,Lambayeque,3,3,2021,11.0
01771500811,0177150081101,260.8333333333333,1,45,1,Lambayeque,1,3,2021,11.0
01771500811,0177150081102,0.0,0,19,0,Lambayeque,3,4,2021,12.0
01771500811,0177150081103,0.0,0,16,0,Lambayeque,3,3,2021,11.0
01771502211,0177150221101,3240.4189453125,0,52,0,Lambayeque,1,4,2021,12.0
01771502211,0177150221102,0.0,1,48,0,Lambayeque,3,5,2021,14.0
01771502211,0177150221103,0.0,0,17,0,Lambayeque,3,3,2021,11.0
01771502211,0177150221104,0.0,1,15,0,Lambayeque,3,3,2021,11.0
01771502211,0177150221105,1838.34716796875,0,26,1,Lambayeque,1,4,2021,14.0
01771502211,0177150221106,0.0,1,28,0,Lambayeque,3,3,2021,11.0
01771502211,0177150221109,3913.8356119791665,0,25,1,Lambayeque,1,5,2021,16.0
01771502211,0177150221110,0.0,1,26,0,Lambayeque,3,5,2021,15.0
01771505011,0177150501101,0.0,1,98,0,Lambayeque,3,3,2021,11.0
01771506411,0177150641101,4573.16943359375,0,49,0,Lambayeque,1,4,2021,14.0
01771506411,0177150641102,0.0,0,17,0,Lambayeque,3,3,2021,11.0
01771506411,0177150641103,0.0,0,14,0,Lambayeque,3,3,2021,9.0
01771507711,0177150771101,0.0,1,69,0,Lambayeque,3,4,2021,14.0
01771507711,0177150771102,961.4423014322916,1,50,1,Lambayeque,1,5,2021,16.0
01771507711,0177150771103,0.0,0,14,0,Lambayeque,3,3,2021,8.0
01771509111,0177150911101,12220.416666666666,0,60,0,Lambayeque,1,5,2021,18.0
01771509111,0177150911102,3168.0833333333335,1,61,0,Lambayeque,1,5,2021,18.0
01771509111,0177150911103,0.0,1,90,0,Lambayeque,3,2,2021,5.0
01771601511,0177160151101,1142.0833333333333,0,44,1,Lambayeque,1,3,2021,8.0
01771601511,0177160151102,0.0,1,30,0,Lambayeque,2,4,2021,14.0
01771601511,0177160151103,71.08333333333333,1,63,1,Lambayeque,1,2,2021,5.0
01771604111,0177160411101,279.5833333333333,1,62,1,Lambayeque,1,4,2021,12.0
01771604811,0177160481101,0.0,1,84,0,Lambayeque,3,2,2021,5.0
01771604811,0177160481102,0.0,0,92,0,Lambayeque,3,2,2021,3.0
01771604811,0177160481103,0.0,1,45,0,Lambayeque,3,4,2021,14.0
01771607711,0177160771101,6820.665690104167,0,50,0,Lambayeque,1,5,2021,18.0
01771607711,0177160771102,3541.4046223958335,1,51,0,Lambayeque,1,5,2021,17.0
01771607711,0177160771103,0.0,1,26,1,Lambayeque,1,5,2021,16.0
01771613311,0177161331101,328.770263671875,0,44,1,Lambayeque,1,1,2021,
01771616411,0177161641101,507.5833333333333,1,47,1,Lambayeque,1,4,2021,13.0
01771616411,0177161641102,0.0,0,21,1,Lambayeque,1,5,2021,12.0
01771616411,0177161641103,0.0,0,14,1,Lambayeque,1,3,2021,7.0
01771703911,0177170391101,0.0,1,62,0,Lambayeque,3,2,2021,2.0
01771703911,0177170391102,0.0,0,36,0,Lambayeque,2,4,2021,14.0
01771706011,0177170601101,909.75,1,59,1,Lambayeque,1,2,2021,3.0
01771706011,0177170601102,0.0,0,61,0,Lambayeque,3,2,2021,5.0
01771706011,0177170601103,537.7501627604166,1,25,1,Lambayeque,1,3,2021,9.0
01771706011,0177170601106,0.0,1,31,1,Lambayeque,1,2,2021,0.0
01771708211,0177170821101,806.6673990885416,0,76,1,Lambayeque,1,1,2021,
01771708211,0177170821102,450.25,1,65,1,Lambayeque,1,1,2021,
01771708211,0177170821103,1075.5845540364583,0,32,1,Lambayeque,1,3,2021,11.0
01771710411,0177171041101,959.1666666666666,1,47,1,Lambayeque,1,4,2021,13.0
01771712611,0177171261101,0.0,0,68,0,Lambayeque,3,5,2021,16.0
01771712611,0177171261102,1063.6747233072917,1,53,0,Lambayeque,1,4,2021,16.0
01771714811,0177171481101,1490.5833333333333,0,56,1,Lambayeque,1,2,2021,5.0
01771714811,0177171481102,391.5833333333333,1,54,1,Lambayeque,1,2,2021,0.0
01771714811,0177171481103,155.95512898763022,1,28,1,Lambayeque,1,4,2021,13.0
01771714811,0177171481104,1247.8939615885417,0,27,1,Lambayeque,1,3,2021,11.0
01771714811,0177171481105,0.0,1,24,0,Lambayeque,3,4,2021,13.0
01771714811,0177171481106,623.9890950520834,1,21,1,Lambayeque,1,3,2021,11.0
01771714811,0177171481107,0.0,1,19,1,Lambayeque,1,3,2021,11.0
01771714811,0177171481108,0.0,0,15,0,Lambayeque,3,3,2021,10.0
01771714811,0177171481109,0.0,1,14,0,Lambayeque,3,3,2021,7.0
01771800211,0177180021101,923.8333333333334,0,39,1,Lambayeque,1,3,2021,11.0
01771800211,0177180021102,120.8472188313802,1,36,1,Lambayeque,1,2,2021,0.0
01771800211,0177180021103,0.0,1,15,0,Lambayeque,3,3,2021,9.0
01771801911,0177180191101,488.3333333333333,1,52,1,Lambayeque,1,2,2021,0.0
01771801911,0177180191102,1568.687255859375,0,26,1,Lambayeque,1,3,2021,11.0
01771801911,0177180191103,0.0,0,21,0,Lambayeque,3,3,2021,11.0
01771801911,0177180191104,0.0,1,77,0,Lambayeque,3,2,2021,2.0
01771805211,0177180521101,813.6248372395834,1,43,1,Lambayeque,1,3,2021,11.0
01771805211,0177180521104,0.0,1,20,0,Lambayeque,3,5,2021,13.0
01771810211,0177181021101,962.4166666666666,0,48,1,Lambayeque,1,3,2021,7.0
01771810211,0177181021102,567.5,1,47,1,Lambayeque,1,1,2021,
01771810211,0177181021103,682.1167399088541,1,23,1,Lambayeque,1,3,2021,11.0
01771810211,0177181021104,821.75,0,22,1,Lambayeque,1,2,2021,0.0
01771901611,0177190161101,1874.7230021158855,0,47,0,Lambayeque,1,4,2021,14.0
01771901611,0177190161102,612.8333333333334,1,48,1,Lambayeque,1,4,2021,14.0
01771901611,0177190161103,0.0,1,24,1,Lambayeque,1,5,2021,16.0
01771903411,0177190341101,0.0,0,79,0,Lambayeque,3,2,2021,5.0
01771903411,0177190341102,0.0,1,76,0,Lambayeque,3,2,2021,4.0
01771907311,0177190731101,2355.208292643229,0,46,0,Lambayeque,1,3,2021,11.0
01771907311,0177190731102,0.0,1,41,1,Lambayeque,1,3,2021,7.0
01771907311,0177190731103,1596.2200520833333,1,25,0,Lambayeque,1,3,2021,11.0
01771907311,0177190731104,0.0,1,14,0,Lambayeque,3,3,2021,8.0
01771909111,0177190911101,1814.8033854166667,0,57,0,Lambayeque,1,2,2021,0.0
01771909111,0177190911102,1758.65283203125,1,55,1,Lambayeque,1,2,2021,5.0
01771909111,0177190911103,1306.5454915364583,0,33,0,Lambayeque,1,3,2021,7.0
01771909111,0177190911104,0.0,0,18,0,Lambayeque,3,2,2021,0.0
01771909111,0177190911105,0.0,1,15,0,Lambayeque,3,3,2021,7.0
01771909111,0177190911106,0.0,0,15,0,Lambayeque,2,2,2021,0.0
01771911011,0177191101101,2945.10693359375,0,54,0,Lambayeque,1,3,2021,11.0
01771911011,0177191101102,0.0,1,46,0,Lambayeque,3,3,2021,11.0
01771911011,0177191101103,2239.5328776041665,1,22,0,Lambayeque,1,4,2021,14.0
01771911011,0177191101104,0.0,1,84,0,Lambayeque,3,2,2021,3.0
01771912911,0177191291101,145.33333333333334,0,66,1,Lambayeque,1,2,2021,5.0
01771912911,0177191291102,0.0,1,64,0,Lambayeque,3,2,2021,5.0
01772000611,0177200061101,0.0,1,55,0,Lambayeque,3,3,2021,11.0
01772000611,0177200061102,0.0,1,17,0,Lambayeque,3,3,2021,11.0
01772000611,0177200061103,1495.65185546875,0,26,0,Lambayeque,1,5,2021,16.0
01772000611,0177200061104,1510.00146484375,1,26,0,Lambayeque,1,5,2021,16.0
01772002011,0177200201101,763.9166666666666,0,28,1,Lambayeque,1,2,2021,0.0
01772002011,0177200201102,502.9166666666667,1,26,1,Lambayeque,1,3,2021,11.0
01772003411,0177200341101,1704.4630533854167,0,45,1,Lambayeque,1,2,2021,0.0
01772003411,0177200341102,391.2427571614583,1,41,1,Lambayeque,1,3,2021,9.0
01772003411,0177200341103,0.0,1,22,0,Lambayeque,3,5,2021,13.0
01772003411,0177200341104,0.0,0,19,0,Lambayeque,3,5,2021,12.0
01772006211,0177200621101,639.1631266276041,0,52,1,Lambayeque,1,5,2021,16.0
01772006211,0177200621102,0.0,1,75,0,Lambayeque,3,3,2021,8.0
01772007711,0177200771101,4615.779296875,0,56,0,Lambayeque,1,3,2021,11.0
01772007711,0177200771102,0.0,1,56,0,Lambayeque,3,3,2021,11.0
01772007711,0177200771103,0.0,1,16,0,Lambayeque,3,3,2021,10.0
01772009111,0177200911101,1052.0648600260417,0,42,0,Lambayeque,1,4,2021,14.0
01772009111,0177200911102,0.0,1,35,0,Lambayeque,3,3,2021,9.0
01772009111,0177200911103,787.2783203125,1,17,1,Lambayeque,1,3,2021,11.0
01772100311,0177210031101,75.91666666666667,1,41,1,Lambayeque,1,2,2021,0.0
01772100311,0177210031102,717.056396484375,0,34,1,Lambayeque,1,4,2021,14.0
01772100711,0177210071101,1542.0,0,43,1,Lambayeque,1,5,2021,12.0
01772100711,0177210071102,7.166666666666667,1,38,1,Lambayeque,1,3,2021,9.0
01772100711,0177210071103,0.0,0,17,0,Lambayeque,3,3,2021,11.0
01772101511,0177210151101,128.5,1,45,1,Lambayeque,1,4,2021,14.0
01772101711,0177210171101,1079.4166666666667,0,41,1,Lambayeque,1,4,2021,12.0
01772101711,0177210171102,0.0,1,26,0,Lambayeque,3,2,2021,0.0
01772105111,0177210511101,861.5,0,36,1,Lambayeque,1,3,2021,11.0
01772105111,0177210511102,125.41666666666667,1,34,1,Lambayeque,1,3,2021,9.0
01772107711,0177210771101,927.25,0,43,1,Lambayeque,1,2,2021,0.0
01772301611,0177230161101,591.4166666666666,1,57,1,Lambayeque,1,2,2021,6.0
01772301611,0177230161102,1770.0201822916667,0,25,1,Lambayeque,1,4,2021,13.0
01772301611,0177230161103,0.0,0,19,0,Lambayeque,3,1,2021,
01772303411,0177230341101,0.0,1,64,0,Lambayeque,3,2,2021,4.0
01772306911,0177230691101,2678.6476236979165,0,38,0,Lambayeque,1,3,2021,11.0
01772306911,0177230691102,0.0,1,37,0,Lambayeque,2,5,2021,16.0
01772306911,0177230691103,0.0,0,17,0,Lambayeque,3,3,2021,11.0
01772308611,0177230861101,1695.4166666666667,0,42,1,Lambayeque,1,3,2021,11.0
01772308611,0177230861102,93.66666666666667,1,35,1,Lambayeque,1,3,2021,8.0
01772308611,0177230861103,0.0,0,16,0,Lambayeque,3,3,2021,10.0
01772310411,0177231041101,3116.83740234375,0,33,0,Lambayeque,1,4,2021,14.0
01772310411,0177231041102,0.0,1,31,0,Lambayeque,3,4,2021,14.0
01772312112,0177231211201,0.0,0,74,0,Lambayeque,3,2,2021,4.0
01772312112,0177231211202,0.0,1,71,0,Lambayeque,3,2,2021,5.0
01772312122,0177231212201,1220.4674479166667,0,21,0,Lambayeque,1,3,2021,11.0
01772312122,0177231212202,807.6631266276041,1,20,1,Lambayeque,1,5,2021,13.0
01772403011,0177240301101,1006.75,1,49,1,Lambayeque,1,5,2021,12.0
01772403011,0177240301102,557.5833333333334,0,40,1,Lambayeque,1,3,2021,11.0
01772403011,0177240301103,130.91666666666666,1,28,1,Lambayeque,1,4,2021,14.0
01772403011,0177240301104,0.0,1,26,0,Lambayeque,3,4,2021,12.0
01772403011,0177240301105,0.0,1,20,0,Lambayeque,3,3,2021,11.0
01772406811,0177240681101,124.1740010579427,0,61,1,Lambayeque,1,2,2021,5.0
01772406811,0177240681102,0.0,1,54,0,Lambayeque,3,2,2021,5.0
01772406811,0177240681103,1223.653076171875,0,24,1,Lambayeque,1,3,2021,11.0
01772406811,0177240681104,533.6194254557291,0,21,1,Lambayeque,1,3,2021,11.0
01772408811,0177240881101,310.47715250651044,0,62,1,Lambayeque,1,3,2021,11.0
01772408811,0177240881102,392.03333282470703,1,54,1,Lambayeque,1,2,2021,5.0
01772408811,0177240881103,1478.3326822916667,1,21,0,Lambayeque,1,4,2021,14.0
01772410711,0177241071101,5428.0439453125,0,42,0,Lambayeque,1,4,2021,14.0
01772410711,0177241071102,0.0,1,37,0,Lambayeque,3,4,2021,16.0
01772412611,0177241261101,1525.2412109375,0,63,0,Lambayeque,1,2,2021,5.0
01772412611,0177241261102,238.33333333333334,1,57,1,Lambayeque,1,2,2021,1.0
01772416511,0177241651101,1895.8020833333333,0,49,1,Lambayeque,1,3,2021,11.0
01772416511,0177241651102,0.0,1,36,0,Lambayeque,3,4,2021,14.0
01772416511,0177241651103,0.0,0,18,0,Lambayeque,3,3,2021,11.0
01772416511,0177241651105,0.0,1,21,0,Lambayeque,3,3,2021,11.0
01772600611,0177260061101,512.5833333333334,1,60,1,Lambayeque,1,3,2021,11.0
01772600611,0177260061102,0.0,0,14,0,Lambayeque,3,3,2021,8.0
01772602611,0177260261101,0.0,0,86,0,Lambayeque,3,2,2021,3.0
01772602611,0177260261102,0.0,1,60,0,Lambayeque,3,3,2021,11.0
01772602611,0177260261103,0.0,0,24,0,Lambayeque,3,5,2021,13.0
01772606611,0177260661101,305.5833333333333,0,73,1,Lambayeque,1,2,2021,3.0
01772606611,0177260661102,0.0,1,65,1,Lambayeque,1,2,2021,4.0
01772608611,0177260861101,0.0,0,88,0,Lambayeque,3,3,2021,7.0
01772608611,0177260861102,0.0,1,76,0,Lambayeque,3,2,2021,5.0
01772610811,0177261081101,997.1329752604166,0,56,1,Lambayeque,1,4,2021,13.0
01772610811,0177261081102,1643.57666015625,1,53,0,Lambayeque,1,2,2021,0.0
01772610811,0177261081103,1841.2820638020833,0,29,1,Lambayeque,1,3,2021,11.0
01772610811,0177261081104,1315.2496744791667,0,25,1,Lambayeque,1,3,2021,11.0
01772612711,0177261271101,968.5,1,49,1,Lambayeque,1,3,2021,11.0
01772612711,0177261271102,513.4717203776041,0,49,0,Lambayeque,1,4,2021,14.0
01772612711,0177261271103,2202.2268880208335,1,26,0,Lambayeque,1,5,2021,16.0
01772612711,0177261271104,0.0,1,26,1,Lambayeque,1,5,2021,17.0
01772707411,0177270741101,0.0,0,73,0,Lambayeque,3,3,2021,11.0
01772707411,0177270741102,128.58333333333334,1,69,1,Lambayeque,1,2,2021,2.0
01772707411,0177270741103,251.72001139322916,1,41,1,Lambayeque,1,3,2021,11.0
01772707411,0177270741104,1625.8111979166667,0,51,1,Lambayeque,1,3,2021,9.0
01772707411,0177270741107,0.0,1,40,0,Lambayeque,3,5,2021,16.0
01772707411,0177270741108,839.2071940104166,0,29,1,Lambayeque,1,3,2021,10.0
01772709411,0177270941101,2570.7039388020835,0,49,0,Lambayeque,1,5,2021,18.0
01772709411,0177270941102,4389.487630208333,1,47,0,Lambayeque,1,5,2021,18.0
01772711411,0177271141101,752.8333333333334,0,46,1,Lambayeque,1,2,2021,0.0
01772711411,0177271141102,2275.0833333333335,1,46,1,Lambayeque,1,2,2021,0.0
01772711411,0177271141103,1840.7752278645833,0,21,1,Lambayeque,1,3,2021,9.0
01772711411,0177271141104,1010.44189453125,0,20,1,Lambayeque,1,3,2021,11.0
01772711411,0177271141105,0.0,0,17,0,Lambayeque,3,1,2021,
01772711411,0177271141108,0.0,1,23,0,Lambayeque,3,2,2021,0.0
01772711411,0177271141109,0.0,0,25,0,Lambayeque,3,2,2021,0.0
01772713411,0177271341101,417.9166666666667,1,42,1,Lambayeque,1,2,2021,0.0
01772713411,0177271341102,812.9055989583334,0,24,1,Lambayeque,1,3,2021,11.0
01772713411,0177271341103,1258.7686360677083,0,20,1,Lambayeque,1,3,2021,11.0
01772713411,0177271341105,0.0,1,26,0,Lambayeque,3,3,2021,11.0
01772713411,0177271341106,494.6666666666667,0,33,1,Lambayeque,1,4,2021,13.0
01772715411,0177271541101,0.0,1,54,0,Lambayeque,3,1,2021,
01772715411,0177271541102,1258.7686360677083,0,20,1,Lambayeque,1,3,2021,11.0
01772715411,0177271541103,677.4353434244791,1,16,1,Lambayeque,1,3,2021,8.0
01772715411,0177271541104,45.184834798177086,1,14,1,Lambayeque,1,3,2021,7.0
01772717411,0177271741101,2650.9661458333335,0,32,1,Lambayeque,1,3,2021,11.0
01772717411,0177271741102,314.69215901692706,1,32,1,Lambayeque,1,3,2021,11.0
01772800911,0177280091101,0.0,0,71,0,Lambayeque,3,3,2021,9.0
01772800911,0177280091102,0.0,1,66,0,Lambayeque,3,2,2021,3.0
01772800911,0177280091103,921.5,0,45,1,Lambayeque,1,3,2021,11.0
01772806411,0177280641101,672.0401611328125,0,56,1,Lambayeque,1,2,2021,5.0
01772806411,0177280641102,0.0,1,56,0,Lambayeque,3,2,2021,3.0
01772806411,0177280641103,672.0401611328125,0,21,1,Lambayeque,1,5,2021,12.0
01772807711,0177280771101,1633.5667317708333,0,43,0,Lambayeque,1,3,2021,11.0
01772807711,0177280771102,0.0,1,41,0,Lambayeque,3,4,2021,12.0
01772809111,0177280911101,757.8575846354166,1,36,1,Lambayeque,1,2,2021,0.0
01772809111,0177280911102,0.0,1,17,0,Lambayeque,3,3,2021,10.0
01772810511,0177281051101,294.5541585286458,0,73,1,Lambayeque,1,2,2021,3.0
01772811811,0177281181101,869.3575846354166,0,44,1,Lambayeque,1,2,2021,0.0
01772811811,0177281181102,1046.5833333333333,1,37,1,Lambayeque,1,3,2021,11.0
01772811811,0177281181103,0.0,1,16,1,Lambayeque,1,3,2021,10.0
01772811811,0177281181104,0.0,0,14,0,Lambayeque,3,3,2021,7.0
01772901711,0177290171101,1420.216667175293,0,86,0,Lambayeque,1,2,2021,5.0
01772901711,0177290171102,0.0,1,80,0,Lambayeque,3,2,2021,3.0
01772901711,0177290171103,0.0,0,46,1,Lambayeque,1,4,2021,14.0
01772903311,0177290331101,0.0,1,76,0,Lambayeque,3,2,2021,5.0
01772904811,0177290481101,0.0,1,57,0,Lambayeque,3,3,2021,11.0
01772904811,0177290481102,0.0,1,84,0,Lambayeque,3,2,2021,3.0
01772904811,0177290481103,0.0,1,61,0,Lambayeque,3,3,2021,9.0
01772906411,0177290641101,731.75,1,59,1,Lambayeque,1,3,2021,7.0
01772908011,0177290801101,0.0,0,75,0,Lambayeque,3,2,2021,4.0
01772909611,0177290961101,269.6666666666667,0,64,1,Lambayeque,1,2,2021,3.0
01772909611,0177290961102,0.0,1,59,1,Lambayeque,1,2,2021,4.0
01772909611,0177290961103,135.83333333333334,0,42,1,Lambayeque,1,2,2021,0.0
01773004711,0177300471101,0.0,0,82,0,Lambayeque,3,5,2021,14.0
01773006311,0177300631101,21.333333333333332,1,61,1,Lambayeque,1,5,2021,16.0
01773006311,0177300631102,0.0,1,92,0,Lambayeque,3,3,2021,11.0
01773007811,0177300781101,6887.0,0,46,0,Lambayeque,1,5,2021,17.0
01773007811,0177300781102,0.0,1,34,0,Lambayeque,3,4,2021,14.0
01773009411,0177300941101,475.3333333333333,1,42,1,Lambayeque,1,5,2021,14.0
01773010911,0177301091101,1669.337890625,0,55,0,Lambayeque,1,4,2021,12.0
01773010911,0177301091102,116.41666666666667,1,51,1,Lambayeque,1,3,2021,11.0
01773010911,0177301091103,465.5833333333333,0,28,0,Lambayeque,1,5,2021,16.0
01773010911,0177301091104,490.6264241536458,0,27,1,Lambayeque,1,5,2021,14.0
01773012611,0177301261101,0.0,1,72,0,Lambayeque,3,5,2021,16.0
01773201011,0177320101101,3640.99609375,0,52,0,Lambayeque,1,3,2021,11.0
01773201011,0177320101102,0.0,1,57,0,Lambayeque,3,3,2021,11.0
01773202211,0177320221101,0.0,0,30,0,Lambayeque,2,4,2021,14.0
01773202211,0177320221102,3008.30859375,1,33,0,Lambayeque,1,4,2021,14.0
01773204611,0177320461101,0.0,1,67,0,Lambayeque,3,3,2021,9.0
01773205811,0177320581101,857.3333333333334,0,64,1,Lambayeque,1,3,2021,11.0
01773205811,0177320581102,370.0833333333333,1,54,1,Lambayeque,1,2,2021,0.0
01773205811,0177320581103,0.0,0,33,0,Lambayeque,3,4,2021,14.0
01773205811,0177320581104,0.0,1,28,1,Lambayeque,1,4,2021,14.0
01773205811,0177320581105,0.0,1,22,0,Lambayeque,3,3,2021,11.0
01773207011,0177320701101,0.0,0,63,0,Lambayeque,3,3,2021,12.0
01773207011,0177320701102,0.0,1,58,0,Lambayeque,3,2,2021,0.0
01773207011,0177320701103,0.0,1,29,0,Lambayeque,2,4,2021,14.0
01773207011,0177320701104,0.0,0,24,0,Lambayeque,3,5,2021,15.0
01773207011,0177320701105,0.0,1,33,0,Lambayeque,3,3,2021,11.0
01773207011,0177320701106,1051.3616536458333,0,33,1,Lambayeque,1,3,2021,11.0
01773208211,0177320821101,485.1666666666667,1,59,1,Lambayeque,1,3,2021,11.0
01773300511,0177330051101,2716.357421875,0,43,0,Lambayeque,1,3,2021,11.0
01773300511,0177330051102,882.6666666666666,1,39,0,Lambayeque,1,3,2021,11.0
01773300511,0177330051103,97.0,1,21,1,Lambayeque,1,5,2021,14.0
01773300511,0177330051104,0.0,1,16,1,Lambayeque,1,3,2021,10.0
01773300511,0177330051105,0.0,1,14,0,Lambayeque,3,3,2021,8.0
01773302311,0177330231101,2064.17236328125,0,67,0,Lambayeque,1,3,2021,11.0
01773302311,0177330231102,0.0,1,60,0,Lambayeque,3,3,2021,11.0
01773302311,0177330231103,2619.3015950520835,1,25,0,Lambayeque,1,4,2021,14.0
01773302311,0177330231104,1264.0795084635417,1,25,0,Lambayeque,1,4,2021,14.0
01773302311,0177330231105,2209.5895182291665,1,29,0,Lambayeque,1,4,2021,16.0
01773302311,0177330231107,1749.8179524739583,0,27,1,Lambayeque,1,4,2021,13.0
01773302311,0177330231108,1638.3792317708333,1,25,1,Lambayeque,1,5,2021,16.0
01773305711,0177330571101,1573.5458984375,0,70,0,Lambayeque,1,1,2021,
01773305711,0177330571102,0.0,1,54,0,Lambayeque,3,2,2021,0.0
01773305711,0177330571103,336.8630777994792,1,20,1,Lambayeque,1,2,2021,0.0
01773307411,0177330741101,0.0,1,87,0,Lambayeque,3,2,2021,5.0
01773307411,0177330741102,0.0,1,51,0,Lambayeque,3,3,2021,11.0
01773307411,0177330741103,756.0030110677084,0,51,1,Lambayeque,1,3,2021,11.0
01773309211,0177330921101,388.0,0,56,1,Lambayeque,1,3,2021,11.0
01773309211,0177330921102,119.33333333333333,1,51,1,Lambayeque,1,4,2021,12.0
01773309211,0177330921103,932.190185546875,0,28,1,Lambayeque,1,4,2021,14.0
01773309211,0177330921104,0.0,1,27,1,Lambayeque,1,3,2021,11.0
01773310911,0177331091101,1226.3169759114583,0,25,0,Lambayeque,1,2,2021,0.0
01773310911,0177331091102,0.0,1,23,0,Lambayeque,3,2,2021,0.0
01773401111,0177340111101,2419.8216145833335,0,41,0,Lambayeque,1,4,2021,14.0
01773401111,0177340111102,0.0,1,28,0,Lambayeque,3,4,2021,13.0
01773402511,0177340251101,0.0,1,69,0,Lambayeque,3,2,2021,5.0
01773402511,0177340251102,0.0,1,39,0,Lambayeque,3,3,2021,8.0
01773402511,0177340251103,1368.2152506510417,0,18,1,Lambayeque,1,3,2021,10.0
01773402511,0177340251104,0.0,1,15,0,Lambayeque,3,3,2021,9.0
01773402511,0177340251108,1133.8715006510417,0,53,0,Lambayeque,1,3,2021,9.0
01773404011,0177340401101,1739.91943359375,0,62,0,Lambayeque,1,3,2021,11.0
01773404011,0177340401102,1531.5,1,57,0,Lambayeque,1,2,2021,3.0
01773404011,0177340401103,1621.5662434895833,0,28,0,Lambayeque,1,4,2021,14.0
01773404011,0177340401104,1286.8333333333333,1,24,1,Lambayeque,1,3,2021,11.0
01773404011,0177340401105,2672.9895833333335,1,30,1,Lambayeque,1,3,2021,11.0
01773405411,0177340541101,0.0,1,48,0,Lambayeque,3,3,2021,7.0
01773405411,0177340541102,1334.048583984375,0,54,1,Lambayeque,1,3,2021,10.0
01773405411,0177340541103,0.0,1,20,0,Lambayeque,3,3,2021,11.0
01773405411,0177340541104,0.0,0,16,0,Lambayeque,3,3,2021,7.0
